epoch,lr-AdamW,lr-AdamW-momentum,lr-AdamW-weight_decay,regularization_loss_core,regularization_loss_readout,step,test_correlation/dataloader_idx_0,test_correlation/dataloader_idx_1,test_correlation/dataloader_idx_2,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,test_loss/dataloader_idx_2,train_correlation,train_loss,train_total_loss,val_correlation,val_loss,val_regularization_loss_core,val_regularization_loss_readout,val_total_loss
29,,,,,,4019,,,,,,,,,,0.24436141550540924,361.32891845703125,65.94198608398438,28.207239151000977,455.47833251953125
29,,,,65.38419342041016,28.112918853759766,4019,,,,,,,0.20020779967308044,135331.640625,135425.125,,,,,
,0.01,0.9,0.01,,,4020,,,,,,,,,,,,,,
30,,,,,,4153,,,,,,,,,,0.24483273923397064,362.1936340332031,66.0650405883789,28.322866439819336,456.58148193359375
30,,,,66.0909652709961,28.235797882080078,4153,,,,,,,0.20144982635974884,135195.015625,135289.3125,,,,,
,0.01,0.9,0.01,,,4154,,,,,,,,,,,,,,
31,,,,,,4287,,,,,,,,,,0.2427845150232315,362.0770568847656,65.99928283691406,28.428958892822266,456.50518798828125
31,,,,65.96255493164062,28.349395751953125,4287,,,,,,,0.20203712582588196,135374.71875,135469.046875,,,,,
,0.01,0.9,0.01,,,4288,,,,,,,,,,,,,,
32,,,,,,4421,,,,,,,,,,0.24373100697994232,362.18212890625,65.74036407470703,28.53204917907715,456.45440673828125
32,,,,66.09770202636719,28.458349227905273,4421,,,,,,,0.20163682103157043,135342.828125,135437.390625,,,,,
,0.01,0.9,0.01,,,4422,,,,,,,,,,,,,,
33,,,,,,4555,,,,,,,,,,0.24456338584423065,360.6758728027344,66.96984100341797,28.6355037689209,456.2812805175781
33,,,,66.0265121459961,28.557403564453125,4555,,,,,,,0.20462927222251892,134965.0,135059.625,,,,,
,0.01,0.9,0.01,,,4556,,,,,,,,,,,,,,
34,,,,,,4689,,,,,,,,,,0.24498434364795685,361.2729797363281,66.52003479003906,28.732280731201172,456.5252380371094
34,,,,66.55205535888672,28.660263061523438,4689,,,,,,,0.2040797919034958,134953.828125,135049.03125,,,,,
,0.01,0.9,0.01,,,4690,,,,,,,,,,,,,,
35,,,,,,4823,,,,,,,,,,0.24247603118419647,363.8564758300781,65.8320541381836,28.83296775817871,458.52142333984375
35,,,,66.0312271118164,28.75958251953125,4823,,,,,,,0.2051103115081787,134570.5,134665.28125,,,,,
,0.01,0.9,0.01,,,4824,,,,,,,,,,,,,,
